RDM_NAME_NM,RDM_CODE_CD,MEDDRA_TERM,ACRONYM,ISACTIVE,CREATED_BY,CREATE_DATE_TS,UPDATED_BY,LAST_UPDATE_DATE_TS,SOURCE_SYSTEM
ZZZ_Cardiac failure congestive-Congest in HF pt10007559(Do Not Use),Congest in HF pt10007559,Cardiac failure congestive,Congest in HF pt,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_TYPE 2 DIABETES MELLITUS-DIABB-C10067585(Do Not Use),DIABB-C10067585,TYPE 2 DIABETES MELLITUS,DIABB-C,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Type 2 diabetes mellitus-DIABB-ODT10067585(Do Not Use),DIABB-ODT10067585,Type 2 diabetes mellitus,DIABB-ODT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Linear IgA disease-10024515,10024515,Linear IgA disease,LAD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Lysosomal storage disorders-10024579(Do Not Use),10024579,Lysosomal storage disorders,LSDS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Lipids abnormal-10024588(Do Not Use),10024588,Lipids abnormal,LIPABN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Lung fibrosis-10025088(Do Not Use),10025088,Lung fibrosis,LUF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Lupus nephritis-10025140,10025140,Lupus nephritis,LUNE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Lyme disease-10025169,10025169,Lyme disease,LYME,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Lymphangioma-10025219(Do Not Use),10025219,Lymphangioma,LA,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Lymphoma-10025310,10025310,Lymphoma,KLYMP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Lymphomas non-Hodgkin's B-cell-10025320(Do Not Use),10025320,Lymphomas non-Hodgkin's B-cell,KBCNHL,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Lymphomas non-Hodgkin's T-cell-10025321(Do Not Use),10025321,Lymphomas non-Hodgkin's T-cell,KTCNHL,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Macular degeneration-10025409(Do Not Use),10025409,Macular degeneration,MD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Malaria-10025487,10025487,Malaria,MAL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Malignant ascites-10025538,10025538,Malignant ascites,KSMA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Malignant melanoma-10025650,10025650,Malignant melanoma,KMEL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Marfan's syndrome-10026829(Do Not Use),10026829,Marfan's syndrome,MFS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Memory impairment-10027175(Do Not Use),10027175,Memory impairment,MEMI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Meningococcal infection-10027274,10027274,Meningococcal infection,MENING,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Mesothelioma malignant-10027407,10027407,Mesothelioma malignant,KMMES,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Metastases to lymph nodes-10027459(Do Not Use),10027459,Metastases to lymph nodes,KLYMN,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Methicillin-resistant Staphylococcus aureus infection-10027508(Do Not Use),10027508,Methicillin-resistant Staphylococcus aureus infection,MRSA,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Micturition disorder-10027561,10027561,Micturition disorder,VD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Middle insomnia-10027590,10027590,Middle insomnia,SMI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Migraine-10027599(Do Not Use),10027599,Migraine,MIG,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Motor neurone disease-10028003(Do Not Use),10028003,Motor neurone disease,MND,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Mucopolysaccharidosis-10028093,10028093,Mucopolysaccharidosis,MPS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Mucosal inflammation-10028116(Do Not Use),10028116,Mucosal inflammation,MUCOINF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Multiple myeloma-10028228,10028228,Multiple myeloma,KMM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Multiple sclerosis-10028245,10028245,Multiple sclerosis,MSCL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Muscle atrophy-10028289,10028289,Muscle atrophy,ORTD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Muscle spasms-10028334(Do Not Use),10028334,Muscle spasms,MSPASM,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Muscle spasticity-10028335,10028335,Muscle spasticity,SPAST,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Muscular dystrophy-10028356(Do Not Use),10028356,Muscular dystrophy,MDYS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Musculoskeletal pain-10028391,10028391,Musculoskeletal pain,MSD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Musculoskeletal and connective tissue disorders-10028395(Do Not Use),10028395,Musculoskeletal and connective tissue disorders,MCTD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Myasthenia gravis-10028417,10028417,Myasthenia gravis,MG,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Mycosis fungoides-10028483,10028483,Mycosis fungoides,SZS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Myelodysplastic syndrome-10028533,10028533,Myelodysplastic syndrome,MDS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Myelofibrosis-10028537,10028537,Myelofibrosis,MF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Myocardial infarction-10028596(Do Not Use),10028596,Myocardial infarction,MI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Myocardial ischemia-10028601(Do Not Use),10028601,Myocardial ischemia,MYOIS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Myopathy-10028641(Do Not Use),10028641,Myopathy,MPT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Narcolepsy-10028713,10028713,Narcolepsy,NRCWCTP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Nasal polyps-10028756,10028756,Nasal polyps,NPY,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_NASOPHARYNGEAL CARCINOMA-10028793(Do Not Use),10028793,NASOPHARYNGEAL CARCINOMA,KNPCPD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Nausea-10028813(Do Not Use),10028813,Nausea,NAU,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Neoplasm-10028980(Do Not Use),10028980,Neoplasm,@KSTM,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Neovascularisation-10029113(Do Not Use),10029113,Neovascularisation,NEOVASC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Nephropathy-10029151(Do Not Use),10029151,Nephropathy,NEPH,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Nervous system disorder-10029202,10029202,Nervous system disorder,CNSD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Neuralgia-10029223,10029223,Neuralgia,NP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Neuritis-10029240(Do Not Use),10029240,Neuritis,NEI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Neuroblastoma-10029260,10029260,Neuroblastoma,KNB,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Neurodermatitis-10029263,10029263,Neurodermatitis,NDERMA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2026-01-09 10:35:07.133,INF_R360
Neurofibromatosis-10029268,10029268,Neurofibromatosis,NFM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Neurological disorders NEC-10029305(Do Not Use),10029305,Neurological disorders NEC,NEC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Neuromyelitis optica-10029322,10029322,Neuromyelitis optica,NMO,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Neuropathy-10029328,10029328,Neuropathy,NPT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Neutropenia-10029354,10029354,Neutropenia,NTRP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Niemann-Pick Disease-10029403,10029403,Niemann-Pick Disease,NNMNPD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Non-Hodgkin's lymphoma-10029547,10029547,Non-Hodgkin's lymphoma,KNHL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Nosocomial infection-10029803,10029803,Nosocomial infection,NID,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Obesity-10029883,10029883,Obesity,OBE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Onychomycosis-10030338,10030338,Onychomycosis,ONY,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Optic neuritis-10030942,10030942,Optic neuritis,AON,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Osteitis deformans-10031151,10031151,Osteitis deformans,PSD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Osteoarthritis-10031161,10031161,Osteoarthritis,OA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Osteochondrosis-10031233,10031233,Osteochondrosis,OCD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Somnolence-10041349,10041349,Somnolence,EDS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Spinal cord injury-10041552,10041552,Spinal cord injury,SCI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Spinal fracture-10041569,10041569,Spinal fracture,VF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Squamous cell carcinoma of skin-10041834,10041834,Squamous cell carcinoma of skin,KCRCC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Stress disorders-10042211(Do Not Use),10042211,Stress disorders,SD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Supraventricular tachycardia-10042604,10042604,Supraventricular tachycardia,SVT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Systemic lupus erythematosus-10042945,10042945,Systemic lupus erythematosus,SLE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Systemic sclerosis-10042953,10042953,Systemic sclerosis,SSCL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Tay-Sachs disease-10043147,10043147,Tay-Sachs disease,TSD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Temporal arteritis-10043207(Do Not Use),10043207,Temporal arteritis,AGC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Tetanus-10043376,10043376,Tetanus,TETA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Thrombocytopenia-10043554(Do Not Use),10043554,Thrombocytopenia,THC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Thrombosis-10043607(Do Not Use),10043607,Thrombosis,THR,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Thrombosis prophylaxis-10043634,10043634,Thrombosis prophylaxis,PCV,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Thrombotic thrombocytopenic purpura-10043648,10043648,Thrombotic thrombocytopenic purpura,ATTP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Thyroid disorder-10043709,10043709,Thyroid disorder,THYRD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Toxoplasmosis-10044272,10044272,Toxoplasmosis,TOXO,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Transient ischaemic attack-10044390,10044390,Transient ischaemic attack,TIA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Transplant rejection-10044439,10044439,Transplant rejection,TRREJ,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Trypanosomiasis-10044707,10044707,Trypanosomiasis,TRPN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Tuberculosis-10044755,10044755,Tuberculosis,TB,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Type II hyperlipidemia-10045255(Do Not Use),10045255,Type II hyperlipidemia,HYPLT2,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_TYPE II OBESE DIABETIC-10045260(Do Not Use),10045260,TYPE II OBESE DIABETIC,OBED,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Typhoid fever-10045275,10045275,Typhoid fever,TYPH,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Urge incontinence-10046494,10046494,Urge incontinence,UUI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Urinary incontinence-10046543(Do Not Use),10046543,Urinary incontinence,UI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Urinary retention-10046555,10046555,Urinary retention,AUR,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Urinary tract disorder-10046566(Do Not Use),10046566,Urinary tract disorder,UTD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Urinary tract infection-10046571,10046571,Urinary tract infection,UTI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Urticaria-10046735(Do Not Use),10046735,Urticaria,URTI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Uveitis-10046851,10046851,Uveitis,CNIU,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Venous thrombosis-10047249(Do Not Use),10047249,Venous thrombosis,VTHR,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Ventricular arrhythmia-10047281,10047281,Ventricular arrhythmia,VA,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Ventricular tachycardia-10047302,10047302,Ventricular tachycardia,VT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Viral infection-10047461,10047461,Viral infection,VLID,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Vitiligo-10047642,10047642,Vitiligo,VITI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Vomiting-10047700(Do Not Use),10047700,Vomiting,VOMI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Weight decreased-10047895,10047895,Weight decreased,WLOSS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Weight loss-10047900(Do Not Use),10047900,Weight loss,WEIGLOSS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Fibromyalgia-10048439,10048439,Fibromyalgia,FIB,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Stent placement-10048561,10048561,Stent placement,STE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Musculoskeletal disorder-10048592,10048592,Musculoskeletal disorder,MSKD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Advanced cancer-10048683(Do Not Use),10048683,Advanced cancer,KADV,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Hemorrhagic stroke-10048863(Do Not Use),10048863,Hemorrhagic stroke,HS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Brain oedema-10048962,10048962,Brain oedema,KBED,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Pharyngotonsillitis-10049140,10049140,Pharyngotonsillitis,TP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chronic pain-10049475,10049475,Chronic pain,CDP,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_INFANTILE ASTHMA-10049585(Do Not Use),10049585,INFANTILE ASTHMA,ASTP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Osteoporosis prophylaxis-10049904(Do Not Use),10049904,Osteoporosis prophylaxis,PPMOST,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Skin fibrosis-10050207(Do Not Use),10050207,Skin fibrosis,SKF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Aortic valve calcification-10050559,10050559,Aortic valve calcification,CAVS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Deep vein thrombosis-10051055,10051055,Deep vein thrombosis,DVT,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Arterial restenosis-10051113(Do Not Use),10051113,Arterial restenosis,ARTREST,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Diabetic gastroparesis-10051153(Do Not Use),10051153,Diabetic gastroparesis,DGP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Adrenoleukodystrophy-10051260,10051260,Adrenoleukodystrophy,ALD,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Arrhythmia prophylaxis-10051305(Do Not Use),10051305,Arrhythmia prophylaxis,PAF,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Acute coronary syndrome-10051592,10051592,Acute coronary syndrome,ACS,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Lung Transplant Rejection-10051604,10051604,Lung Transplant Rejection,LUNG TRSPL REJ,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Glomerulonephropathy-10051920,10051920,Glomerulonephropathy,GLMN,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Urticaria chronic-10052568,10052568,Urticaria chronic,CIU,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Skin cosmetic procedure-10052608(Do Not Use),10052608,Skin cosmetic procedure,SCP,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Haematological therapeutic procedures NEC-10052724(Do Not Use),10052724,Haematological therapeutic procedures NEC,NBC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Drug tolerance-10052804(Do Not Use),10052804,Drug tolerance,DRUGT,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Alcohol withdrawal syndrome-10053164,10053164,Alcohol withdrawal syndrome,ALC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Glycogen storage disease type II-10053185,10053185,Glycogen storage disease type II,POM,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Inappropriate antidiuretic hormone secretion-10053198(Do Not Use),10053198,Inappropriate antidiuretic hormone secretion,DIUHS,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Non-alcoholic steatohepatitis-10053219(Do Not Use),10053219,Non-alcoholic steatohepatitis,NASH,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Chondropathy-10061762,10061762,Chondropathy,CDF,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Conjunctivitis bacterial-10061784(Do Not Use),10061784,Conjunctivitis bacterial,BC,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Drug intolerance-10061822(Do Not Use),10061822,Drug intolerance,DRUGI,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Diabetic nephropathy-10061835,10061835,Diabetic nephropathy,DNE,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Non-small cell lung cancer-10061873,10061873,Non-small cell lung cancer,KNSCLC,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Psychotic disorder-10061920(Do Not Use),10061920,Psychotic disorder,PSYD,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Glomerulosclerosis-10061989,10061989,Glomerulosclerosis,GLSCL,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Respiratory tract infection viral-10062106,10062106,Respiratory tract infection viral,VRI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Metastasis-10062194(Do Not Use),10062194,Metastasis,KMETA,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
ZZZ_Tumour vaccine therapy-10062217(Do Not Use),10062217,Tumour vaccine therapy,KVACTHE,No,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
Soft tissue infection-10062255,10062255,Soft tissue infection,SSTI,Yes,INF_BATCH,2024-07-05 08:48:47.437,INF_BATCH,2025-10-17 14:16:07.385,INF_R360
