ICD10_CHAPTER_NUMBER_2019_INTL_CORE_VER,ICD10_CHAPTER_2019_INTL_CORE_VER,ICD10_CODE_2019_INTL_CORE_VER,ICD10_TERM_2019_INTL_CORE_VER,MAPPED_MEDDRA_LLT,MAPPED_MEDDRA_LLT_CODE,MAP_ATTRIBUTE,MEDDRA_PT,MEDDRA_PT_CODE,MEDDRA_VER
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q33.5,Ectopic tissue in lung,Pulmonary malformation,10037419,Loss of Information,Pulmonary malformation,10037419,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q33.6,Hypoplasia and dysplasia of lung,Pulmonary hypoplasia,10037407,Equivalent,Pulmonary hypoplasia,10037407,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q33.8,Other congenital malformations of lung,Pulmonary malformation,10037419,Equivalent,Pulmonary malformation,10037419,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q33.9,"Congenital malformation of lung, unspecified",Pulmonary malformation,10037419,Equivalent,Pulmonary malformation,10037419,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q34,Other congenital malformations of respiratory system,Respiratory tract malformation,10038733,Equivalent,Respiratory tract malformation,10038733,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q34.0,Anomaly of pleura,Pleural malformation,10087155,Equivalent,Pleural malformation,10087155,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q34.1,Congenital cyst of mediastinum,Respiratory congenital anomaly,10038677,Loss of Information,Respiratory tract malformation,10038733,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q34.8,Other specified congenital malformations of respiratory system,Respiratory tract malformation,10038733,Equivalent,Respiratory tract malformation,10038733,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q34.9,"Congenital malformation of respiratory system, unspecified",Respiratory tract malformation,10038733,Equivalent,Respiratory tract malformation,10038733,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35,Cleft palate,Cleft palate,10009269,Equivalent,Cleft palate,10009269,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35.1,Cleft hard palate,Cleft palate,10009269,Loss of Information,Cleft palate,10009269,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35.3,Cleft soft palate,Cleft palate (soft),10009270,Equivalent,Cleft palate,10009269,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35.5,Cleft hard palate with cleft soft palate,Cleft palate,10009269,Equivalent,Cleft palate,10009269,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35.7,Cleft uvula,Cleft uvula,10053507,Equivalent,Cleft uvula,10053507,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q35.9,"Cleft palate, unspecified","Cleft palate, unspecified",10009283,Equivalent,Cleft palate,10009269,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q36,Cleft lip,Cleft lip,10009259,Equivalent,Cleft lip,10009259,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q36.0,"Cleft lip, bilateral",Cleft lip,10009259,Loss of Information,Cleft lip,10009259,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q36.1,"Cleft lip, median",Cleft lip,10009259,Loss of Information,Cleft lip,10009259,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q36.9,"Cleft lip, unilateral",Cleft lip,10009259,Loss of Information,Cleft lip,10009259,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37,Cleft palate with cleft lip,Cleft palate with cleft lip,10009273,Equivalent,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.0,Cleft hard palate with bilateral cleft lip,Cleft palate and cleft lip,10009271,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.1,Cleft hard palate with unilateral cleft lip,Cleft palate and cleft lip,10009271,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.2,Cleft soft palate with bilateral cleft lip,"Cleft palate with cleft lip, bilateral, complete",10009274,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.3,Cleft soft palate with unilateral cleft lip,"Cleft palate with cleft lip, unilateral, complete",10009276,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.4,Cleft hard and soft palate with bilateral cleft lip,"Cleft palate with cleft lip, bilateral, complete",10009274,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.5,Cleft hard and soft palate with unilateral cleft lip,"Cleft palate with cleft lip, unilateral, complete",10009276,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.8,Unspecified cleft palate with bilateral cleft lip,"Cleft palate with cleft lip, bilateral, complete",10009274,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q37.9,Unspecified cleft palate with unilateral cleft lip,"Cleft palate with cleft lip, unilateral, complete",10009276,Loss of Information,Cleft lip and palate,10009260,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38,"Other congenital malformations of tongue, mouth and pharynx",Congenital oral malformation,10061070,Loss of Information,Congenital oral malformation,10061070,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.0,"Congenital malformations of lips, not elsewhere classified",Congenital oral malformation,10061070,Loss of Information,Congenital oral malformation,10061070,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.1,Ankyloglossia,Ankyloglossia,10088611,Equivalent,Tethered oral tissue,10089539,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.2,Macroglossia,Macroglossia,10025391,Equivalent,Macroglossia,10025391,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.3,Other congenital malformations of tongue,Congenital tongue anomaly,10061077,Equivalent,Congenital tongue anomaly,10061077,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.4,Congenital malformations of salivary glands and ducts,Congenital salivary gland anomaly,10010620,Equivalent,Congenital salivary gland anomaly,10010620,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.5,"Congenital malformations of palate, not elsewhere classified",Congenital oral malformation,10061070,Loss of Information,Congenital oral malformation,10061070,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.6,Other congenital malformations of mouth,Congenital oral malformation,10061070,Equivalent,Congenital oral malformation,10061070,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.7,Pharyngeal pouch,Pharyngeal pouch,10034832,Equivalent,Pharyngeal pouch,10034832,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q38.8,Other congenital malformations of pharynx,Congenital pharyngeal anomaly,10061073,Equivalent,Congenital pharyngeal anomaly,10061073,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39,Congenital malformations of oesophagus,Congenital oesophageal anomaly,10061069,Equivalent,Congenital oesophageal anomaly,10061069,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.0,Atresia of oesophagus without fistula,Atresia of oesophagus,10072767,Equivalent,Oesophageal atresia,10030146,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.1,Atresia of oesophagus with tracheo-oesophageal fistula,Oesophageal atresia,10030146,Loss of Information,Oesophageal atresia,10030146,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.2,Congenital tracheo-oesophageal fistula without atresia,Congenital tracheo-oesophageal fistula,10010653,Equivalent,Tracheo-oesophageal fistula,10044310,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.3,Congenital stenosis and stricture of oesophagus,Congenital oesophageal stenosis,10010564,Equivalent,Congenital oesophageal stenosis,10010564,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.4,Congenital oesophageal web,Congenital oesophageal web,10010565,Equivalent,Congenital oesophageal web,10010565,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.5,Congenital dilatation of oesophagus,Congenital oesophageal anomaly,10061069,Loss of Information,Congenital oesophageal anomaly,10061069,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.6,Diverticulum of oesophagus,Congenital oesophageal anomaly,10061069,Loss of Information,Congenital oesophageal anomaly,10061069,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.8,Other congenital malformations of oesophagus,Congenital oesophageal anomaly,10061069,Equivalent,Congenital oesophageal anomaly,10061069,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q39.9,"Congenital malformation of oesophagus, unspecified",Congenital oesophageal anomaly,10061069,Equivalent,Congenital oesophageal anomaly,10061069,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q40,Other congenital malformations of upper alimentary tract,Gastrointestinal malformation,10061596,Loss of Information,Gastrointestinal malformation,10061596,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q40.0,Congenital hypertrophic pyloric stenosis,Congenital hypertrophic pyloric stenosis,10010508,Equivalent,Pyloric stenosis,10037621,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q40.1,Congenital hiatus hernia,Congenital hiatus hernia,10010501,Equivalent,Congenital hiatus hernia,10010501,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q40.2,Other specified congenital malformations of stomach,Congenital gastric anomaly,10061063,Equivalent,Congenital gastric anomaly,10061063,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q40.3,"Congenital malformation of stomach, unspecified",Congenital gastric anomaly,10061063,Equivalent,Congenital gastric anomaly,10061063,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q40.8,Other specified congenital malformations of upper alimentary tract,Gastrointestinal malformation,10061596,Loss of Information,Gastrointestinal malformation,10061596,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q40.9,"Congenital malformation of upper alimentary tract, unspecified",Gastrointestinal malformation,10061596,Loss of Information,Gastrointestinal malformation,10061596,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q41,"Congenital absence, atresia and stenosis of small intestine",Congenital small intestinal atresia,10010626,Loss of Information,Congenital small intestinal atresia,10010626,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q41.0,"Congenital absence, atresia and stenosis of duodenum",Duodenal atresia congenital,10013813,Loss of Information,Duodenal atresia,10013812,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q41.1,"Congenital absence, atresia and stenosis of jejunum",Congenital small intestinal atresia,10010626,Loss of Information,Congenital small intestinal atresia,10010626,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q41.2,"Congenital absence, atresia and stenosis of ileum",Ileal atresia,10021298,Loss of Information,Intestinal atresia,10062022,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine",Congenital small intestinal atresia,10010626,Loss of Information,Congenital small intestinal atresia,10010626,v28.0
XVII,"Congenital malformations, deformations and chromosomal abnormalities",Q41.9,"Congenital absence, atresia and stenosis of small intestine, part unspecified",Congenital small intestinal atresia,10010626,Loss of Information,Congenital small intestinal atresia,10010626,v28.0
