ICD10_CHAPTER_NUMBER_2019_INTL_CORE_VER,ICD10_CHAPTER_2019_INTL_CORE_VER,ICD10_CODE_2019_INTL_CORE_VER,ICD10_TERM_2019_INTL_CORE_VER,MAPPED_MEDDRA_LLT,MAPPED_MEDDRA_LLT_CODE,MAP_ATTRIBUTE,MEDDRA_PT,MEDDRA_PT_CODE,MEDDRA_VER
II,Neoplasms,C50.1,Malignant neoplasm: Central portion of breast,Malignant neoplasm of central portion of female breast,10025824,Equivalent,Breast cancer female,10057654,v28.0
II,Neoplasms,C50.2,Malignant neoplasm: Upper-inner quadrant of breast,Malignant neoplasm of upper-inner quadrant of female breast,10026585,Equivalent,Breast cancer female,10057654,v28.0
II,Neoplasms,C50.3,Malignant neoplasm: Lower-inner quadrant of breast,Malignant neoplasm of lower-inner quadrant of female breast,10026106,Equivalent,Breast cancer female,10057654,v28.0
II,Neoplasms,C50.4,Malignant neoplasm: Upper-outer quadrant of breast,Malignant neoplasm of upper-outer quadrant of female breast,10026586,Equivalent,Breast cancer female,10057654,v28.0
II,Neoplasms,C50.5,Malignant neoplasm: Lower-outer quadrant of breast,Malignant neoplasm of lower-outer quadrant of female breast,10026107,Equivalent,Breast cancer female,10057654,v28.0
II,Neoplasms,C50.6,Malignant neoplasm: Axillary tail of breast,Malignant neoplasm of axillary tail of female breast,10025732,Equivalent,Breast cancer female,10057654,v28.0
II,Neoplasms,C50.8,Malignant neoplasm: Overlapping lesion of breast,Malignant breast neoplasm,10025541,Loss of Information,Breast cancer,10006187,v28.0
II,Neoplasms,C50.9,"Malignant neoplasm: Breast, unspecified",Malignant breast neoplasm,10025541,Equivalent,Breast cancer,10006187,v28.0
II,Neoplasms,C51,Malignant neoplasm of vulva,"Malignant neoplasm of vulva, unspecified",10026648,Equivalent,Vulval cancer,10047741,v28.0
II,Neoplasms,C51.0,Malignant neoplasm: Labium majus,Malignant neoplasm of labia majora,10026014,Equivalent,Vulval cancer,10047741,v28.0
II,Neoplasms,C51.1,Malignant neoplasm: Labium minus,Malignant neoplasm of labia minora,10026022,Equivalent,Vulval cancer,10047741,v28.0
II,Neoplasms,C51.2,Malignant neoplasm: Clitoris,Malignant neoplasm of clitoris,10025840,Equivalent,Vulval cancer,10047741,v28.0
II,Neoplasms,C51.8,Malignant neoplasm: Overlapping lesion of vulva,Vulval cancer,10047741,Loss of Information,Vulval cancer,10047741,v28.0
II,Neoplasms,C51.9,"Malignant neoplasm: Vulva, unspecified","Malignant neoplasm of vulva, unspecified",10026648,Equivalent,Vulval cancer,10047741,v28.0
II,Neoplasms,C52,Malignant neoplasm of vagina,Malignant neoplasm of vagina,10026620,Equivalent,Vaginal cancer,10046885,v28.0
II,Neoplasms,C53,Malignant neoplasm of cervix uteri,Malignant neoplasm of cervix uteri,10025831,Equivalent,Cervix carcinoma,10008342,v28.0
II,Neoplasms,C53.0,Malignant neoplasm: Endocervix,Malignant neoplasm of endocervix,10025891,Equivalent,Cervix carcinoma,10008342,v28.0
II,Neoplasms,C53.1,Malignant neoplasm: Exocervix,Malignant neoplasm of exocervix,10025903,Equivalent,Cervix carcinoma,10008342,v28.0
II,Neoplasms,C53.8,Malignant neoplasm: Overlapping lesion of cervix uteri,Malignant neoplasm of cervix uteri,10025831,Loss of Information,Cervix carcinoma,10008342,v28.0
II,Neoplasms,C53.9,"Malignant neoplasm: Cervix uteri, unspecified","Malignant neoplasm of cervix uteri, unspecified",10025837,Equivalent,Cervix carcinoma,10008342,v28.0
II,Neoplasms,C54,Malignant neoplasm of corpus uteri,Malignant neoplasm of body of uterus,10025778,Equivalent,Uterine cancer,10046766,v28.0
II,Neoplasms,C54.0,Malignant neoplasm: Isthmus uteri,Malignant neoplasm of isthmus,10025998,Equivalent,Uterine cancer,10046766,v28.0
II,Neoplasms,C54.1,Malignant neoplasm: Endometrium,Endometrial neoplasm malignant,10014760,Equivalent,Endometrial cancer,10014733,v28.0
II,Neoplasms,C54.2,Malignant neoplasm: Myometrium,Uterine cancer,10046766,Loss of Information,Uterine cancer,10046766,v28.0
II,Neoplasms,C54.3,Malignant neoplasm: Fundus uteri,Uterine cancer,10046766,Loss of Information,Uterine cancer,10046766,v28.0
II,Neoplasms,C54.8,Malignant neoplasm: Overlapping lesion of corpus uteri,Malignant neoplasm of body of uterus,10025778,Loss of Information,Uterine cancer,10046766,v28.0
II,Neoplasms,C54.9,"Malignant neoplasm: Corpus uteri, unspecified",Malignant neoplasm of body of uterus,10025778,Equivalent,Uterine cancer,10046766,v28.0
II,Neoplasms,C55,"Malignant neoplasm of uterus, part unspecified","Malignant neoplasm of uterus, part unspecified",10026618,Equivalent,Uterine cancer,10046766,v28.0
II,Neoplasms,C56,Malignant neoplasm of ovary,Malignant neoplasm of ovary,10026310,Equivalent,Ovarian cancer,10033128,v28.0
II,Neoplasms,C57,Malignant neoplasm of other and unspecified female genital organs,Genital neoplasm malignant female,10018160,Equivalent,Genital neoplasm malignant female,10018160,v28.0
II,Neoplasms,C57.0,Malignant neoplasm: Fallopian tube,Malignant neoplasm of fallopian tube,10025913,Equivalent,Fallopian tube cancer,10016180,v28.0
II,Neoplasms,C57.1,Malignant neoplasm: Broad ligament,Malignant neoplasm of uterine adnexa,10026616,Loss of Information,Malignant neoplasm of uterine adnexa,10026616,v28.0
II,Neoplasms,C57.2,Malignant neoplasm: Round ligament,Malignant neoplasm of round ligament of uterus,10026444,Equivalent,Malignant neoplasm of uterine adnexa,10026616,v28.0
II,Neoplasms,C57.3,Malignant neoplasm: Parametrium,Malignant neoplasm of parametrium,10026324,Equivalent,Uterine cancer,10046766,v28.0
II,Neoplasms,C57.4,"Malignant neoplasm: Uterine adnexa, unspecified","Malignant neoplasm of uterine adnexa, unspecified",10026617,Equivalent,Malignant neoplasm of uterine adnexa,10026616,v28.0
II,Neoplasms,C57.7,Malignant neoplasm: Other specified female genital organs,Genital neoplasm malignant female,10018160,Equivalent,Genital neoplasm malignant female,10018160,v28.0
II,Neoplasms,C57.8,Malignant neoplasm: Overlapping lesion of female genital organs,Genital neoplasm malignant female,10018160,Loss of Information,Genital neoplasm malignant female,10018160,v28.0
II,Neoplasms,C57.9,"Malignant neoplasm: Female genital organ, unspecified","Malignant neoplasm of female genital organ, site unspecified",10025922,Equivalent,Genital neoplasm malignant female,10018160,v28.0
II,Neoplasms,C58,Malignant neoplasm of placenta,Malignant neoplasm of placenta,10026350,Equivalent,Malignant neoplasm of placenta,10026350,v28.0
II,Neoplasms,C60,Malignant neoplasm of penis,Penile malignant neoplasm,10061337,Equivalent,Penile cancer,10034299,v28.0
II,Neoplasms,C60.0,Malignant neoplasm: Prepuce,Malignant neoplasm of prepuce,10026388,Equivalent,Penile cancer,10034299,v28.0
II,Neoplasms,C60.1,Malignant neoplasm: Glans penis,Malignant neoplasm of glans penis,10025948,Equivalent,Penile cancer,10034299,v28.0
II,Neoplasms,C60.2,Malignant neoplasm: Body of penis,Malignant neoplasm of body of penis,10025767,Equivalent,Penile cancer,10034299,v28.0
II,Neoplasms,C60.8,Malignant neoplasm: Overlapping lesion of penis,Penile malignant neoplasm,10061337,Loss of Information,Penile cancer,10034299,v28.0
II,Neoplasms,C60.9,"Malignant neoplasm: Penis, unspecified","Malignant neoplasm of penis, part unspecified",10026339,Equivalent,Penile cancer,10034299,v28.0
II,Neoplasms,C61,Malignant neoplasm of prostate,Malignant neoplasm of prostate,10026389,Equivalent,Prostate cancer,10060862,v28.0
II,Neoplasms,C62,Malignant neoplasm of testis,Malignant neoplasm of testis,10026527,Equivalent,Testis cancer,10057644,v28.0
II,Neoplasms,C62.0,Malignant neoplasm: Undescended testis,Malignant neoplasm of undescended testis,10026565,Equivalent,Testis cancer,10057644,v28.0
II,Neoplasms,C62.1,Malignant neoplasm: Descended testis,Malignant neoplasm of testis,10026527,Equivalent,Testis cancer,10057644,v28.0
II,Neoplasms,C62.9,"Malignant neoplasm: Testis, unspecified",Malignant neoplasm of testis,10026527,Equivalent,Testis cancer,10057644,v28.0
II,Neoplasms,C63,Malignant neoplasm of other and unspecified male genital organs,Genital neoplasm malignant male,10018161,Equivalent,Genital cancer male,10073116,v28.0
II,Neoplasms,C63.0,Malignant neoplasm: Epididymis,Malignant neoplasm of epididymis,10025898,Equivalent,Epididymal cancer,10073115,v28.0
II,Neoplasms,C63.1,Malignant neoplasm: Spermatic cord,Malignant neoplasm of spermatic cord,10026470,Equivalent,Malignant neoplasm of spermatic cord,10026470,v28.0
II,Neoplasms,C63.2,Malignant neoplasm: Scrotum,Malignant neoplasm of scrotum,10026453,Equivalent,Scrotal cancer,10039744,v28.0
II,Neoplasms,C63.7,Malignant neoplasm: Other specified male genital organs,Genital neoplasm malignant male,10018161,Equivalent,Genital cancer male,10073116,v28.0
II,Neoplasms,C63.8,Malignant neoplasm: Overlapping lesion of male genital organs,Genital neoplasm malignant male,10018161,Loss of Information,Genital cancer male,10073116,v28.0
II,Neoplasms,C63.9,"Malignant neoplasm: Male genital organ, unspecified",Genital neoplasm malignant male,10018161,Equivalent,Genital cancer male,10073116,v28.0
II,Neoplasms,C64,"Malignant neoplasm of kidney, except renal pelvis","Malignant neoplasm of kidney, except pelvis",10026008,Equivalent,Renal cancer,10038389,v28.0
II,Neoplasms,C65,Malignant neoplasm of renal pelvis,Malignant neoplasm of renal pelvis,10026426,Equivalent,Malignant neoplasm of renal pelvis,10026426,v28.0
II,Neoplasms,C66,Malignant neoplasm of ureter,Malignant neoplasm of ureter,10026596,Equivalent,Ureteric cancer,10046392,v28.0
II,Neoplasms,C67,Malignant neoplasm of bladder,Malignant neoplasm of bladder,10025735,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.0,Malignant neoplasm: Trigone of bladder,Malignant neoplasm of trigone of urinary bladder,10026556,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.1,Malignant neoplasm: Dome of bladder,Malignant neoplasm of dome of urinary bladder,10025875,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.2,Malignant neoplasm: Lateral wall of bladder,Malignant neoplasm of lateral wall of urinary bladder,10026065,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.3,Malignant neoplasm: Anterior wall of bladder,Malignant neoplasm of anterior wall of urinary bladder,10025710,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.4,Malignant neoplasm: Posterior wall of bladder,Malignant neoplasm of posterior wall of urinary bladder,10026379,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.5,Malignant neoplasm: Bladder neck,Malignant neoplasm of bladder neck,10025736,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.6,Malignant neoplasm: Ureteric orifice,Malignant neoplasm of ureteric orifice,10026601,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.7,Malignant neoplasm: Urachus,Malignant neoplasm of urachus,10026587,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.8,Malignant neoplasm: Overlapping lesion of bladder,Malignant neoplasm of bladder,10025735,Loss of Information,Bladder cancer,10005003,v28.0
II,Neoplasms,C67.9,"Malignant neoplasm: Bladder, unspecified",Malignant neoplasm of bladder,10025735,Equivalent,Bladder cancer,10005003,v28.0
II,Neoplasms,C68,Malignant neoplasm of other and unspecified urinary organs,Malignant urinary tract neoplasm,10061272,Equivalent,Malignant urinary tract neoplasm,10061272,v28.0
II,Neoplasms,C68.0,Malignant neoplasm: Urethra,Malignant neoplasm of urethra,10026610,Equivalent,Urethral cancer,10046431,v28.0
II,Neoplasms,C68.1,Malignant neoplasm: Paraurethral gland,Malignant neoplasm of paraurethral glands,10026326,Equivalent,Malignant neoplasm of paraurethral glands,10026326,v28.0
II,Neoplasms,C68.8,Malignant neoplasm: Overlapping lesion of urinary organs,Malignant urinary tract neoplasm,10061272,Loss of Information,Malignant urinary tract neoplasm,10061272,v28.0
II,Neoplasms,C68.9,"Malignant neoplasm: Urinary organ, unspecified",Malignant urinary tract neoplasm,10061272,Equivalent,Malignant urinary tract neoplasm,10061272,v28.0
II,Neoplasms,C69,Malignant neoplasm of eye and adnexa,Malignant neoplasm of eye,10025910,Loss of Information,Malignant neoplasm of eye,10025910,v28.0
II,Neoplasms,C69.0,Malignant neoplasm: Conjunctiva,Malignant neoplasm of conjunctiva,10025861,Equivalent,Malignant neoplasm of conjunctiva,10025861,v28.0
II,Neoplasms,C69.1,Malignant neoplasm: Cornea,Malignant neoplasm of cornea,10025871,Equivalent,Malignant neoplasm of cornea,10025871,v28.0
II,Neoplasms,C69.2,Malignant neoplasm: Retina,Malignant neoplasm of retina,10026432,Equivalent,Malignant neoplasm of retina,10026432,v28.0
II,Neoplasms,C69.3,Malignant neoplasm: Choroid,Malignant neoplasm of choroid,10025839,Equivalent,Malignant neoplasm of choroid,10025839,v28.0
II,Neoplasms,C69.4,Malignant neoplasm: Ciliary body,Malignant neoplasm of eye,10025910,Loss of Information,Malignant neoplasm of eye,10025910,v28.0
II,Neoplasms,C69.5,Malignant neoplasm: Lacrimal gland and duct,Malignant neoplasm of lacrimal gland,10026031,Loss of Information,Malignant neoplasm of lacrimal gland,10026031,v28.0
II,Neoplasms,C69.6,Malignant neoplasm: Orbit,Malignant neoplasm of orbit,10026183,Equivalent,Malignant neoplasm of orbit,10026183,v28.0
II,Neoplasms,C69.8,Malignant neoplasm: Overlapping lesion of eye and adnexa,Malignant neoplasm of eye,10025910,Loss of Information,Malignant neoplasm of eye,10025910,v28.0
II,Neoplasms,C69.9,"Malignant neoplasm: Eye, unspecified",Malignant neoplasm of eye,10025910,Equivalent,Malignant neoplasm of eye,10025910,v28.0
II,Neoplasms,C70,Malignant neoplasm of meninges,Malignant meningioma,10025672,Equivalent,Meningioma malignant,10027193,v28.0
II,Neoplasms,C70.0,Malignant neoplasm: Cerebral meninges,Malignant neoplasm of cerebral meninges,10025827,Equivalent,Meningioma malignant,10027193,v28.0
II,Neoplasms,C70.1,Malignant neoplasm: Spinal meninges,Malignant neoplasm of spinal meninges,10026473,Equivalent,Spinal meningioma malignant,10041580,v28.0
II,Neoplasms,C70.9,"Malignant neoplasm: Meninges, unspecified",Malignant meningioma,10025672,Equivalent,Meningioma malignant,10027193,v28.0
II,Neoplasms,C71,Malignant neoplasm of brain,Malignant neoplasm of brain,10025783,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.0,"Malignant neoplasm: Cerebrum, except lobes and ventricles","Malignant neoplasm of cerebrum, except lobes and ventricles",10025828,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.1,Malignant neoplasm: Frontal lobe,Malignant neoplasm of frontal lobe,10025937,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.2,Malignant neoplasm: Temporal lobe,Malignant neoplasm of temporal lobe,10026526,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.3,Malignant neoplasm: Parietal lobe,Malignant neoplasm of parietal lobe,10026327,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.4,Malignant neoplasm: Occipital lobe,Malignant neoplasm of occipital lobe,10026179,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.5,Malignant neoplasm: Cerebral ventricle,Malignant neoplasm of ventricles,10026631,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.6,Malignant neoplasm: Cerebellum,Malignant neoplasm of cerebellum,10025825,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.7,Malignant neoplasm: Brain stem,Malignant neoplasm of brain stem,10025784,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.8,Malignant neoplasm: Overlapping lesion of brain,Malignant neoplasm of brain,10025783,Loss of Information,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C71.9,"Malignant neoplasm: Brain, unspecified","Malignant neoplasm of brain, unspecified",10025785,Equivalent,Brain neoplasm malignant,10006131,v28.0
II,Neoplasms,C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",Malignant central nervous system neoplasm,10086686,Loss of Information,Malignant central nervous system neoplasm,10086686,v28.0
II,Neoplasms,C72.0,Malignant neoplasm: Spinal cord,Malignant neoplasm of spinal cord,10026472,Equivalent,Malignant neoplasm of spinal cord,10026472,v28.0
II,Neoplasms,C72.1,Malignant neoplasm: Cauda equina,Malignant neoplasm of spinal cord,10026472,Loss of Information,Malignant neoplasm of spinal cord,10026472,v28.0
II,Neoplasms,C72.2,Malignant neoplasm: Olfactory nerve,Malignant neoplasm of cranial nerves,10025873,Loss of Information,Malignant cranial nerve neoplasm,10061238,v28.0
II,Neoplasms,C72.3,Malignant neoplasm: Optic nerve,Malignant neoplasm of cranial nerves,10025873,Loss of Information,Malignant cranial nerve neoplasm,10061238,v28.0
II,Neoplasms,C72.4,Malignant neoplasm: Acoustic nerve,Malignant neoplasm of cranial nerves,10025873,Loss of Information,Malignant cranial nerve neoplasm,10061238,v28.0
II,Neoplasms,C72.5,Malignant neoplasm: Other and unspecified cranial nerves,Malignant neoplasm of cranial nerves,10025873,Equivalent,Malignant cranial nerve neoplasm,10061238,v28.0
II,Neoplasms,C72.8,Malignant neoplasm: Overlapping lesion of brain and other parts of central nervous system,Malignant central nervous system neoplasm,10086686,Loss of Information,Malignant central nervous system neoplasm,10086686,v28.0
II,Neoplasms,C72.9,"Malignant neoplasm: Central nervous system, unspecified",Malignant central nervous system neoplasm,10086686,Equivalent,Malignant central nervous system neoplasm,10086686,v28.0
II,Neoplasms,C73,Malignant neoplasm of thyroid gland,Malignant neoplasm of thyroid gland,10026535,Equivalent,Thyroid cancer,10066474,v28.0
II,Neoplasms,C74,Malignant neoplasm of adrenal gland,Malignant neoplasm of adrenal gland,10025696,Equivalent,Adrenal gland cancer,10073152,v28.0
II,Neoplasms,C74.0,Malignant neoplasm: Cortex of adrenal gland,Adrenocortical carcinoma,10001388,Equivalent,Adrenocortical carcinoma,10001388,v28.0
II,Neoplasms,C74.1,Malignant neoplasm: Medulla of adrenal gland,Malignant neoplasm of adrenal gland,10025696,Loss of Information,Adrenal gland cancer,10073152,v28.0
II,Neoplasms,C74.9,"Malignant neoplasm: Adrenal gland, unspecified",Malignant neoplasm of adrenal gland,10025696,Equivalent,Adrenal gland cancer,10073152,v28.0
II,Neoplasms,C75,Malignant neoplasm of other endocrine glands and related structures,Endocrine neoplasm malignant,10061122,Loss of Information,Endocrine neoplasm malignant,10061122,v28.0
II,Neoplasms,C75.0,Malignant neoplasm: Parathyroid gland,Malignant neoplasm of parathyroid gland,10026325,Equivalent,Parathyroid tumour malignant,10033965,v28.0
II,Neoplasms,C75.1,Malignant neoplasm: Pituitary gland,Malignant pituitary tumour,10026672,Equivalent,Malignant pituitary tumour,10026672,v28.0
II,Neoplasms,C75.2,Malignant neoplasm: Craniopharyngeal duct,Craniopharyngioma malignant,10084814,Equivalent,Craniopharyngioma malignant,10084814,v28.0
II,Neoplasms,C75.3,Malignant neoplasm: Pineal gland,Malignant neoplasm of pineal gland,10026348,Equivalent,Pineal parenchymal neoplasm malignant,10061537,v28.0
II,Neoplasms,C75.4,Malignant neoplasm: Carotid body,Malignant neoplasm of carotid body,10025816,Equivalent,Paraganglion neoplasm malignant,10033791,v28.0
II,Neoplasms,C75.5,Malignant neoplasm: Aortic body and other paraganglia,Paraganglion neoplasm malignant,10033791,Equivalent,Paraganglion neoplasm malignant,10033791,v28.0
II,Neoplasms,C75.8,"Malignant neoplasm: Pluriglandular involvement, unspecified",Endocrine neoplasm malignant,10061122,Equivalent,Endocrine neoplasm malignant,10061122,v28.0
II,Neoplasms,C75.9,"Malignant neoplasm: Endocrine gland, unspecified",Endocrine neoplasm malignant,10061122,Equivalent,Endocrine neoplasm malignant,10061122,v28.0
II,Neoplasms,C76,Malignant neoplasm of other and ill-defined sites,Malignant neoplasm without specification of site,10026655,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C76.0,"Malignant neoplasm of other and ill-defined sites: Head, face and neck","Malignant neoplasm of head, face, and neck",10025959,Equivalent,Head and neck cancer,10067821,v28.0
II,Neoplasms,C76.1,Malignant neoplasm of other and ill-defined sites: Thorax,Malignant neoplasm of thorax,10026532,Equivalent,Malignant neoplasm of thorax,10026532,v28.0
II,Neoplasms,C76.2,Malignant neoplasm of other and ill-defined sites: Abdomen,Malignant neoplasm of abdomen,10025692,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C76.3,Malignant neoplasm of other and ill-defined sites: Pelvis,Malignant neoplasm of pelvis,10026337,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C76.4,Malignant neoplasm of other and ill-defined sites: Upper limb,Malignant neoplasm of upper limb,10026567,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C76.5,Malignant neoplasm of other and ill-defined sites: Lower limb,Malignant neoplasm of lower limb,10026089,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C76.7,Malignant neoplasm of other and ill-defined sites: Other ill-defined sites,Malignant neoplasm without specification of site,10026655,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C76.8,Malignant neoplasm of other and ill-defined sites: Overlapping lesion of other and ill-defined sites,Malignant neoplasm without specification of site,10026655,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C77,Secondary and unspecified malignant neoplasm of lymph nodes,Metastases to lymph nodes,10027459,Equivalent,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.0,"Secondary and unspecified malignant neoplasm: Lymph nodes of head, face and neck",Metastases to lymph nodes,10027459,Loss of Information,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.1,Secondary and unspecified malignant neoplasm: Intrathoracic lymph nodes,Metastases to lymph nodes,10027459,Loss of Information,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.2,Secondary and unspecified malignant neoplasm: Intra-abdominal lymph nodes,Metastases to lymph nodes,10027459,Loss of Information,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.3,Secondary and unspecified malignant neoplasm: Axillary and upper limb lymph nodes,Metastases to lymph nodes,10027459,Loss of Information,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.4,Secondary and unspecified malignant neoplasm: Inguinal and lower limb lymph nodes,Metastases to lymph nodes,10027459,Loss of Information,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.5,Secondary and unspecified malignant neoplasm: Intrapelvic lymph nodes,Metastases to lymph nodes,10027459,Loss of Information,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.8,Secondary and unspecified malignant neoplasm: Lymph nodes of multiple regions,Metastases to lymph nodes,10027459,Equivalent,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C77.9,"Secondary and unspecified malignant neoplasm: Lymph node, unspecified",Metastases to lymph nodes,10027459,Loss of Information,Metastases to lymph nodes,10027459,v28.0
II,Neoplasms,C78,Secondary malignant neoplasm of respiratory and digestive organs,Metastasis,10062194,Loss of Information,Metastasis,10062194,v28.0
II,Neoplasms,C78.0,Secondary malignant neoplasm of lung,Secondary malignant neoplasm of lung,10039854,Equivalent,Metastases to lung,10027458,v28.0
II,Neoplasms,C78.1,Secondary malignant neoplasm of mediastinum,Secondary malignant neoplasm of mediastinum,10039855,Equivalent,Metastases to the mediastinum,10027469,v28.0
II,Neoplasms,C78.2,Secondary malignant neoplasm of pleura,Secondary malignant neoplasm of pleura,10039865,Equivalent,Metastases to pleura,10027463,v28.0
II,Neoplasms,C78.3,Secondary malignant neoplasm of other and unspecified respiratory organs,Metastases to the respiratory system,10061600,Equivalent,Metastases to the respiratory system,10061600,v28.0
II,Neoplasms,C78.4,Secondary malignant neoplasm of small intestine,Secondary malignant neoplasm of small intestine including duodenum,10039869,Equivalent,Intestinal metastasis,10080311,v28.0
II,Neoplasms,C78.5,Secondary malignant neoplasm of large intestine and rectum,Metastases to large intestine,10027456,Equivalent,Intestinal metastasis,10080311,v28.0
II,Neoplasms,C78.6,Secondary malignant neoplasm of retroperitoneum and peritoneum,Metastases to abdominal cavity,10027450,Loss of Information,Metastases to abdominal cavity,10027450,v28.0
II,Neoplasms,C78.7,Secondary malignant neoplasm of liver and intrahepatic bile duct,Metastases to liver,10027457,Loss of Information,Metastases to liver,10027457,v28.0
II,Neoplasms,C78.8,Secondary malignant neoplasm of other and unspecified digestive organs,Metastases to gastrointestinal tract,10062196,Equivalent,Metastases to gastrointestinal tract,10062196,v28.0
II,Neoplasms,C79,Secondary malignant neoplasm of other and unspecified sites,Secondary carcinoma,10039824,Equivalent,Metastasis,10062194,v28.0
II,Neoplasms,C79.0,Secondary malignant neoplasm of kidney and renal pelvis,Secondary malignant neoplasm of kidney,10039852,Equivalent,Metastases to kidney,10027455,v28.0
II,Neoplasms,C79.1,Secondary malignant neoplasm of bladder and other and unspecified urinary organs,Metastases to urinary tract,10056251,Loss of Information,Metastases to urinary tract,10056251,v28.0
II,Neoplasms,C79.2,Secondary malignant neoplasm of skin,Secondary malignant neoplasm of skin,10039868,Equivalent,Metastases to skin,10027465,v28.0
II,Neoplasms,C79.3,Secondary malignant neoplasm of brain and cerebral meninges,Metastases to central nervous system,10059282,Loss of Information,Metastases to central nervous system,10059282,v28.0
II,Neoplasms,C79.4,Secondary malignant neoplasm of other and unspecified parts of nervous system,Metastases to nervous system,10061287,Equivalent,Metastases to nervous system,10061287,v28.0
II,Neoplasms,C79.5,Secondary malignant neoplasm of bone and bone marrow,Metastases to bone,10027452,Loss of Information,Metastases to bone,10027452,v28.0
II,Neoplasms,C79.6,Secondary malignant neoplasm of ovary,Secondary malignant neoplasm of ovary,10039864,Equivalent,Metastases to ovary,10027462,v28.0
II,Neoplasms,C79.7,Secondary malignant neoplasm of adrenal gland,Secondary malignant neoplasm of adrenal gland,10039847,Equivalent,Metastases to adrenals,10027451,v28.0
II,Neoplasms,C79.8,Secondary malignant neoplasm of other specified sites,Secondary malignant neoplasm of other specified sites,10039862,Equivalent,Metastasis,10062194,v28.0
II,Neoplasms,C79.9,"Secondary malignant neoplasm, unspecified site",Secondary carcinoma,10039824,Equivalent,Metastasis,10062194,v28.0
II,Neoplasms,C80,"Malignant neoplasm, without specification of site",Malignant neoplasm without specification of site,10026655,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C80.0,"Malignant neoplasm, primary site unknown, so stated",Malignant neoplasm of unknown primary site,10073059,Equivalent,Malignant neoplasm of unknown primary site,10073059,v28.0
II,Neoplasms,C80.9,"Malignant neoplasm, primary site unspecified",Malignant neoplasm without specification of site,10026655,Equivalent,Neoplasm malignant,10028997,v28.0
II,Neoplasms,C81,Hodgkin lymphoma,Hodgkin's lymphoma,10020328,Equivalent,Hodgkin's disease,10020206,v28.0
II,Neoplasms,C81.0,Nodular lymphocyte predominant Hodgkin lymphoma,Nodular lymphocyte predominant Hodgkin lymphoma,10080201,Equivalent,Nodular lymphocyte predominant Hodgkin lymphoma,10080201,v28.0
II,Neoplasms,C81.1,Nodular sclerosis classical Hodgkin lymphoma,Hodgkin's disease nodular sclerosis,10020244,Equivalent,Hodgkin's disease nodular sclerosis,10020244,v28.0
II,Neoplasms,C81.2,Mixed cellularity classical Hodgkin lymphoma,Hodgkin's disease mixed cellularity,10020232,Equivalent,Hodgkin's disease mixed cellularity stage unspecified,10020242,v28.0
II,Neoplasms,C81.3,Lymphocyte depleted classical Hodgkin lymphoma,"Hodgkin's disease, lymphocytic depletion",10020272,Equivalent,Hodgkin's disease lymphocyte depletion type stage unspecified,10020219,v28.0
